station,date,obs,pred
함안,2024-05-13,26.000000000000004,19.988826751708984
함안,2024-12-09,27.9,27.945236206054688
함안,2025-01-13,10.4,8.924056053161621
함안,2025-03-24,10.000000000000002,22.88734245300293
함안,2025-04-28,18.999999999999996,5.522404670715332
함안,2025-08-18,25.700000000000003,25.982955932617188
합천,2017-04-10,13.300000000000002,14.97097396850586
합천,2019-01-15,7.7,11.447918891906738
합천,2020-06-08,6.0,13.426587104797363
합천,2021-06-08,2.8,11.71651554107666
합천,2022-08-22,16.600000000000005,20.439453125
합천,2022-10-11,32.89999999999999,44.21484375
합천,2023-01-19,14.399999999999999,11.041388511657715
합천,2023-11-15,24.999999999999996,35.27113723754883
현풍,2017-04-10,37.699999999999996,33.28328323364258
현풍,2018-01-15,19.900000000000002,31.057353973388672
현풍,2018-08-13,31.4,38.935829162597656
현풍,2020-06-08,16.700000000000003,15.083283424377441
현풍,2022-08-22,15.400000000000002,15.341266632080078
현풍,2022-10-11,20.3,21.103105545043945
현풍,2023-09-11,17.899999999999995,16.990198135375977
현풍,2025-01-13,11.199999999999998,10.859996795654297
현풍,2025-08-18,41.29999999999999,43.995765686035156
화원나루,2018-01-15,12.700000000000001,11.37214469909668
화원나루,2018-10-02,5.700000000000001,7.630739212036133
화원나루,2019-01-15,7.900000000000002,9.647130966186523
화원나루,2020-02-04,13.7,20.75023078918457
화원나루,2020-11-10,15.100000000000003,16.297199249267578
화원나루,2021-01-19,35.79999999999999,33.1014289855957
화원나루,2022-08-22,10.5,28.012577056884766
화원나루,2022-10-11,30.699999999999996,17.190847396850586
화원나루,2023-05-09,4.8,7.270315170288086
화원나루,2023-10-11,21.300000000000004,25.178417205810547
화원나루,2024-02-13,20.3,29.59095001220703
화원나루,2024-05-13,8.4,12.216941833496094
화원나루,2025-01-13,4.999999999999999,6.62717866897583
화원나루,2025-08-18,39.9,42.8400764465332
